6	Ninazu	ninazu	ninazu	NNP	NNP	_	_	5	5	PMOD	PMOD	_	_	_
7	,	,	,	,	,	_	_	1	1	P	P	_	_	_
8	”	”	”	''	''	_	_	1	1	P	P	_	_	_


1	year	year	year	NN	NN	_	_	0	0	ROOT	ROOT	_	_	A1
2	:	:	:	:	:	_	_	1	1	P	P	_	_	_
3	“	“	“	PRP	PRP	_	_	4	4	NAME	NAME	_	_	A1
4	Šašru	šašru	šašru	NNP	NNP	_	_	5	5	SBJ	SBJ	_	_	_
5	was	be	be	VBD	VBD	_	_	1	1	NMOD	NMOD	_	_	_
6	destroyed	destroy	destroy	VBN	VBN	_	_	5	5	VC	VC	Y	destroy.01	_
7	;	;	;	:	:	_	_	1	1	P	P	_	_	_
8	”	”	”	PRP	PRP	_	_	1	1	SBJ	SBJ	_	_	_


1	3	3	3	LS	LS	_	_	0	0	ROOT	ROOT	_	_
2	.	.	.	.	.	_	_	1	1	P	P	_	_


1	the	the	the	DT	DT	_	_	3	3	NMOD	NMOD	_	_
2	strong	strong	strong	JJ	JJ	_	_	3	3	NMOD	NMOD	_	_
3	man/king	man/king	man/king	NN	NN	_	_	0	0	ROOT	ROOT	_	_
4	,	,	,	,	,	_	_	3	3	P	P	_	_


1	king	king	king	NN	NN	_	_	0	0	ROOT	ROOT	Y	king.01	_
2	of	of	of	IN	IN	_	_	1	1	NMOD	NMOD	_	_	A1
3	Ur	ur	ur	NNP	NNP	_	_	2	2	PMOD	PMOD	_	_	_


1	and	and	and	CC	CC	_	_	0	0	ROOT	ROOT	_	_	_
2	king	king	king	NN	NN	_	_	1	1	CONJ	CONJ	Y	king.01	_
3	of	of	of	IN	IN	_	_	2	2	NMOD	NMOD	_	_	A1
4	the	the	the	DT	DT	_	_	7	7	NMOD	NMOD	_	_	_
5	four	four	four	CD	CD	_	_	7	7	NMOD	NMOD	_	_	_
6	world	world	world	NN	NN	_	_	7	7	NMOD	NMOD	_	_	_
7	quarters	quarters	quarters	NNS	NNS	_	_	3	3	PMOD	PMOD	_	_	_
8	,	,	,	,	,	_	_	1	1	P	P	_	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_
2	minas	mina	mina	NNS	NNS	_	_	0	0	ROOT	ROOT	_	_
3	,	,	,	,	,	_	_	2	2	P	P	_	_


1	Nanna	nanna	nanna	NNP	NNP	_	_	5	5	NMOD	NMOD	_	_
2	's	's	's	POS	POS	_	_	1	1	SUFFIX	SUFFIX	_	_
3	Established	established	established	NNP	NNP	_	_	4	4	NAME	NAME	_	_
4	Sealed-items	sealed-item	sealed-item	NNP	NNP	_	_	5	5	NAME	NAME	_	_
5	Storeroom	storeroom	storeroom	NNP	NNP	_	_	0	0	ROOT	ROOT	_	_
6	,	,	,	,	,	_	_	5	5	P	P	_	_


1	he	he	he	PRP	PRP	_	_	2	2	SBJ	SBJ	_	_	_
2	standardized	standardize	standardize	VBD	VBD	_	_	0	0	ROOT	ROOT	Y	standardize.01	_
3	for	for	for	IN	IN	_	_	2	2	ADV	ADV	_	_	A1
4	him	him	him	PRP	PRP	_	_	3	3	PMOD	PMOD	_	_	_
5	.	.	.	.	.	_	_	2	2	P	P	_	_	_


1	Basket-of-tablets	basket-of-tablet	basket-of-tablet	NNS	NNS	_	_	0	0	ROOT	ROOT	_	_


1	sealed	seal	seal	VBN	VBN	_	_	2	2	NMOD	NMOD	_	_	A2	_
2	documents	document	document	NNS	NNS	_	_	4	4	HMOD	HMOD	_	_	_	_
3	,	,	,	,	,	_	_	2	2	P	P	_	_	_	_
4	debts	debt	debt	NNS	NNS	_	_	0	0	ROOT	ROOT	Y	debt.01	_	_
5	of	of	of	IN	IN	_	_	4	4	NMOD	NMOD	_	_	A2	_
6	Lugal-ukkene	lugal-ukkene	lugal-ukkene	NNP	NNP	_	_	5	5	PMOD	PMOD	_	_	_	_
7	,	,	,	,	,	_	_	6	6	P	P	_	_	_	_
8	manager	manager	manager	NN	NN	_	_	6	6	APPO	APPO	Y	manager.01	_	A0
9	of	of	of	IN	IN	_	_	8	8	NMOD	NMOD	_	_	_	A1
10	oxen	oxen	oxen	NN	NN	_	_	9	9	PMOD	PMOD	_	_	_	_
11	,	,	,	,	,	_	_	4	4	P	P	_	_	_	_


1	are	be	be	VBP	VBP	_	_	0	0	ROOT	ROOT	_	_
2	here	here	here	RB	RB	_	_	1	1	LOC-PRD	LOC-PRD	_	_
3	.	.	.	.	.	_	_	1	1	P	P	_	_


1	For	for	for	IN	IN	_	_	0	0	ROOT	ROOT	_	_
2	Annunītum	annunītum	annunītum	NNP	NNP	_	_	1	1	PMOD	PMOD	_	_
3	,	,	,	,	,	_	_	1	1	P	P	_	_


1	his	his	his	PRP$	PRP$	_	_	2	2	NMOD	NMOD	_	_
2	spouse	spouse	spouse	NN	NN	_	_	0	0	ROOT	ROOT	_	_
3	,	,	,	,	,	_	_	2	2	P	P	_	_


1	Šū-Sîn	šū-sîn	šū-sîn	NN	NN	_	_	0	0	ROOT	ROOT	_	_
2	,	,	,	,	,	_	_	1	1	P	P	_	_


1	the	the	the	DT	DT	_	_	2	2	NMOD	NMOD	_	_	_
2	beloved	beloved	beloved	NN	NN	_	_	0	0	ROOT	ROOT	Y	beloved.01	_
3	of	of	of	IN	IN	_	_	2	2	NMOD	NMOD	_	_	A1
4	Enlil	enlil	enlil	NNP	NNP	_	_	3	3	PMOD	PMOD	_	_	_
5	,	,	,	,	,	_	_	2	2	P	P	_	_	_


1	the	the	the	DT	DT	_	_	2	2	NMOD	NMOD	_	_
2	king	king	king	NN	NN	_	_	4	4	NMOD	NMOD	_	_
3	whom	whom	whom	WP	WP	_	_	4	4	OBJ	OBJ	_	_
4	Enlil	enlil	enlil	NNP	NNP	_	_	0	0	ROOT	ROOT	_	_


1	as	as	as	IN	IN	_	_	0	0	ROOT	ROOT	_	_	_	_
2	beloved	belove	belove	VBN	VBN	_	_	1	1	SUB	SUB	Y	belove.01	_	_
3	in	in	in	IN	IN	_	_	2	2	LOC	LOC	_	_	AM-LOC	_
4	his	his	his	PRP$	PRP$	_	_	5	5	NMOD	NMOD	_	_	_	A1
5	heart	heart	heart	NN	NN	_	_	3	3	PMOD	PMOD	Y	heart.02	_	_


1	did	do	do	VBD	VBD	_	_	0	0	ROOT	ROOT	_	_	_
2	choose	choose	choose	VB	VB	_	_	1	1	VC	VC	Y	choose.01	_
3	,	,	,	,	,	_	_	1	1	P	P	_	_	_


1	the	the	the	DT	DT	_	_	3	3	NMOD	NMOD	_	_
2	strong	strong	strong	JJ	JJ	_	_	3	3	NMOD	NMOD	_	_
3	king	king	king	NN	NN	_	_	0	0	ROOT	ROOT	_	_
4	,	,	,	,	,	_	_	3	3	P	P	_	_


1	king	king	king	NN	NN	_	_	0	0	ROOT	ROOT	Y	king.01	_
2	of	of	of	IN	IN	_	_	1	1	NMOD	NMOD	_	_	A1
3	Ur	ur	ur	NNP	NNP	_	_	2	2	PMOD	PMOD	_	_	_


1	and	and	and	CC	CC	_	_	0	0	ROOT	ROOT	_	_	_
2	king	king	king	NN	NN	_	_	1	1	CONJ	CONJ	Y	king.01	_
3	of	of	of	IN	IN	_	_	2	2	NMOD	NMOD	_	_	A1
4	the	the	the	DT	DT	_	_	7	7	NMOD	NMOD	_	_	_
5	four	four	four	CD	CD	_	_	7	7	NMOD	NMOD	_	_	_
6	world	world	world	NN	NN	_	_	7	7	NMOD	NMOD	_	_	_
7	quarters	quarters	quarters	NNS	NNS	_	_	3	3	PMOD	PMOD	_	_	_
8	,	,	,	,	,	_	_	1	1	P	P	_	_	_


1	her	her	her	PRP$	PRP$	_	_	2	2	NMOD	NMOD	_	_	_
2	temple	temple	temple	NN	NN	_	_	0	0	ROOT	ROOT	Y	temple.01	_


1	he	he	he	PRP	PRP	_	_	2	2	SBJ	SBJ	_	_	_
2	built	build	build	VBD	VBD	_	_	0	0	ROOT	ROOT	Y	build.01	_
3	for	for	for	IN	IN	_	_	2	2	ADV	ADV	_	_	AM-PNC
4	her	her	her	PRP	PRP	_	_	3	3	PMOD	PMOD	_	_	_
5	.	.	.	.	.	_	_	2	2	P	P	_	_	_


1	3	3	3	CD	CD	_	_	3	3	NMOD	NMOD	_	_	_	_
2	male	male	male	NN	NN	_	_	3	3	NMOD	NMOD	_	_	_	_
3	sheep	sheep	sheep	NN	NN	_	_	7	7	SBJ	SBJ	Y	sheep.01	_	A1
4	with	with	with	IN	IN	_	_	3	3	NMOD	NMOD	_	_	A1	_
5	fleece	fleece	fleece	NN	NN	_	_	4	4	PMOD	PMOD	_	_	_	_
6	,	,	,	,	,	_	_	3	3	P	P	_	_	_	_
7	slaughtered	slaughter	slaughter	VBN	VBN	_	_	0	0	ROOT	ROOT	Y	slaughter.01	_	_
8	,	,	,	,	,	_	_	7	7	P	P	_	_	_	_


1	from	from	from	IN	IN	_	_	0	0	ROOT	ROOT	_	_
2	Lu-Utu	lu-utu	lu-utu	NNP	NNP	_	_	1	1	PMOD	PMOD	_	_
3	.	.	.	.	.	_	_	1	1	P	P	_	_


1	under	under	under	IN	IN	_	_	0	0	ROOT	ROOT	_	_	_
2	seal	seal	seal	NN	NN	_	_	1	1	PMOD	PMOD	Y	seal.01	_
3	of	of	of	IN	IN	_	_	2	2	NMOD	NMOD	_	_	A1
4	Lukalla	lukalla	lukalla	NNP	NNP	_	_	3	3	PMOD	PMOD	_	_	_
5	.	.	.	.	.	_	_	1	1	P	P	_	_	_


1	month	month	month	NN	NN	_	_	2	2	NMOD	NMOD	_	_	_
2	“	“	“	NN	NN	_	_	3	3	NMOD	NMOD	Y	“.01	_
3	Pa	pa	pa	NN	NN	_	_	0	0	ROOT	ROOT	_	_	_
4	’	’	’	:	:	_	_	5	5	P	P	_	_	_
5	ue	ue	ue	PRP	PRP	_	_	3	3	APPO	APPO	_	_	_
6	,	,	,	,	,	_	_	3	3	P	P	_	_	_
7	”	”	”	PRP	PRP	_	_	5	5	APPO	APPO	_	_	_


1	year	year	year	NN	NN	_	_	4	4	NAME	NAME	_	_	A1
2	:	:	:	:	:	_	_	4	4	NAME	NAME	_	_	A1
3	“	“	“	PRP	PRP	_	_	4	4	NAME	NAME	_	_	A1
4	Ḫuḫnuri	ḫuḫnuri	ḫuḫnuri	NNP	NNP	_	_	5	5	SBJ	SBJ	_	_	_
5	was	be	be	VBD	VBD	_	_	0	0	ROOT	ROOT	_	_	_
6	destroyed	destroy	destroy	VBN	VBN	_	_	5	5	VC	VC	Y	destroy.01	_
7	.	.	.	.	.	_	_	5	5	P	P	_	_	_
8	”	”	”	''	''	_	_	5	5	P	P	_	_	_


1	Lukalla	lukalla	lukalla	NNP	NNP	_	_	0	0	ROOT	ROOT	_	_
2	,	,	,	,	,	_	_	1	1	P	P	_	_


1	scribe	scribe	scribe	NN	NN	_	_	0	0	ROOT	ROOT	_	_
2	,	,	,	,	,	_	_	1	1	P	P	_	_


1	son	son	son	NN	NN	_	_	0	0	ROOT	ROOT	Y	son.01	A0	_
2	of	of	of	IN	IN	_	_	1	1	NMOD	NMOD	_	_	A1	_
3	Ur-E	ur-e	ur-e	NNP	NNP	_	_	5	5	NAME	NAME	_	_	_	_
4	’	’	’	NNP	NNP	_	_	5	5	NAME	NAME	_	_	_	_
5	e	e	e	NNP	NNP	_	_	2	2	PMOD	PMOD	_	_	_	_
6	,	,	,	,	,	_	_	5	5	P	P	_	_	_	_
7	chief	chief	chief	JJ	JJ	_	_	9	9	NMOD	NMOD	_	_	_	A3
8	livestock	livestock	livestock	NN	NN	_	_	9	9	NMOD	NMOD	_	_	_	A1
9	administrator	administrator	administrator	NN	NN	_	_	5	5	APPO	APPO	Y	administrator.01	_	A0
10	.	.	.	.	.	_	_	1	1	P	P	_	_	_	_


1	Basket-of-tablets	basket-of-tablet	basket-of-tablet	NNS	NNS	_	_	0	0	ROOT	ROOT	_	_


1	xxx	xxx	xxx	NN	NN	_	_	0	0	ROOT	ROOT	_	_


1	xxx	xxx	xxx	NN	NN	_	_	0	0	ROOT	ROOT	_	_


1	xxx	xxx	xxx	NN	NN	_	_	0	0	ROOT	ROOT	_	_


1	xxx	xxx	xxx	NN	NN	_	_	0	0	ROOT	ROOT	_	_


1	xxx	xxx	xxx	NN	NN	_	_	0	0	ROOT	ROOT	_	_


1	xxx	xxx	xxx	NN	NN	_	_	0	0	ROOT	ROOT	_	_


1	xxx	xxx	xxx	NN	NN	_	_	0	0	ROOT	ROOT	_	_


1	For	for	for	IN	IN	_	_	0	0	ROOT	ROOT	_	_
2	Nindara	nindara	nindara	NNP	NNP	_	_	1	1	PMOD	PMOD	_	_
3	,	,	,	,	,	_	_	1	1	P	P	_	_


1	the	the	the	DT	DT	_	_	3	3	NMOD	NMOD	_	_
2	powerful	powerful	powerful	JJ	JJ	_	_	3	3	NMOD	NMOD	_	_
3	king	king	king	NN	NN	_	_	0	0	ROOT	ROOT	_	_
4	,	,	,	,	,	_	_	3	3	P	P	_	_


1	his	his	his	PRP$	PRP$	_	_	2	2	NMOD	NMOD	_	_
2	master	master	master	NN	NN	_	_	0	0	ROOT	ROOT	_	_
3	,	,	,	,	,	_	_	2	2	P	P	_	_


1	for	for	for	IN	IN	_	_	0	0	ROOT	ROOT	_	_
2	the	the	the	DT	DT	_	_	3	3	NMOD	NMOD	_	_
3	life	life	life	NN	NN	_	_	1	1	PMOD	PMOD	_	_


1	of	of	of	IN	IN	_	_	0	0	ROOT	ROOT	_	_
2	Ibbi-Sîn	ibbi-sîn	ibbi-sîn	NNP	NNP	_	_	1	1	PMOD	PMOD	_	_
3	,	,	,	,	,	_	_	1	1	P	P	_	_


1	the	the	the	DT	DT	_	_	3	3	NMOD	NMOD	_	_
2	mighty	mighty	mighty	JJ	JJ	_	_	3	3	NMOD	NMOD	_	_
3	king	king	king	NN	NN	_	_	0	0	ROOT	ROOT	_	_
4	,	,	,	,	,	_	_	3	3	P	P	_	_


1	king	king	king	NN	NN	_	_	0	0	ROOT	ROOT	Y	king.01	_
2	of	of	of	IN	IN	_	_	1	1	NMOD	NMOD	_	_	A1
3	Ur	ur	ur	NNP	NNP	_	_	2	2	PMOD	PMOD	_	_	_


1	and	and	and	CC	CC	_	_	0	0	ROOT	ROOT	_	_	_
2	king	king	king	NN	NN	_	_	1	1	CONJ	CONJ	Y	king.01	_
3	of	of	of	IN	IN	_	_	2	2	NMOD	NMOD	_	_	A1
4	the	the	the	DT	DT	_	_	7	7	NMOD	NMOD	_	_	_
5	four	four	four	CD	CD	_	_	7	7	NMOD	NMOD	_	_	_
6	world	world	world	NN	NN	_	_	7	7	NMOD	NMOD	_	_	_
7	quarters	quarters	quarters	NNS	NNS	_	_	3	3	PMOD	PMOD	_	_	_
8	,	,	,	,	,	_	_	1	1	P	P	_	_	_


1	Ur-Ningirsu	ur-ningirsu	ur-ningirsu	NNP	NNP	_	_	0	0	ROOT	ROOT	_	_
2	,	,	,	,	,	_	_	1	1	P	P	_	_


1	Enmeziana	enmeziana	enmeziana	NNP	NNP	_	_	0	0	ROOT	ROOT	_	_
2	,	,	,	,	,	_	_	1	1	P	P	_	_


1	the	the	the	DT	DT	_	_	2	2	NMOD	NMOD	_	_
2	šennu-priest	šennu-pry	šennu-pry	JJS	JJS	_	_	0	0	ROOT	ROOT	_	_


1	and	and	and	CC	CC	_	_	3	3	DEP	DEP	_	_
2	the	the	the	DT	DT	_	_	3	3	NMOD	NMOD	_	_
3	en-priest	en-priest	en-priest	NN	NN	_	_	0	0	ROOT	ROOT	_	_
4	of	of	of	IN	IN	_	_	3	3	NMOD	NMOD	_	_
5	Nanše	nanše	nanše	NNP	NNP	_	_	4	4	PMOD	PMOD	_	_
6	,	,	,	,	,	_	_	3	3	P	P	_	_


1	fashioned	fashion	fashion	VBN	VBN	_	_	0	0	ROOT	ROOT	Y	fashion.01	_
2	for	for	for	IN	IN	_	_	1	1	ADV	ADV	_	_	A2
3	him	him	him	PRP	PRP	_	_	2	2	PMOD	PMOD	_	_	_
4	.	.	.	.	.	_	_	1	1	P	P	_	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_
2	sheep	sheep	sheep	NN	NN	_	_	0	0	ROOT	ROOT	_	_
3	,	,	,	,	,	_	_	2	2	P	P	_	_


1	from	from	from	IN	IN	_	_	0	0	ROOT	ROOT	_	_
2	Abbasaga	abbasaga	abbasaga	NNP	NNP	_	_	1	1	PMOD	PMOD	_	_


1	Aḫu-waqar	aḫu-waqar	aḫu-waqar	NNP	NNP	_	_	2	2	SBJ	SBJ	_	_	_
2	accepted	accept	accept	VBD	VBD	_	_	0	0	ROOT	ROOT	Y	accept.01	_
3	;	;	;	:	:	_	_	2	2	P	P	_	_	_


1	month	month	month	NN	NN	_	_	0	0	ROOT	ROOT	_	_	A1
2	:	:	:	:	:	_	_	1	1	P	P	_	_	_
3	“	“	“	NN	NN	_	_	4	4	NMOD	NMOD	_	_	A0
4	Piglets	piglet	piglet	NNS	NNS	_	_	5	5	SBJ	SBJ	_	_	_
5	feast	feast	feast	VBP	VBP	_	_	1	1	NMOD	NMOD	Y	feast.01	_
6	.	.	.	.	.	_	_	1	1	P	P	_	_	_
7	”	”	”	''	''	_	_	1	1	P	P	_	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_	A1
2	sheep	sheep	sheep	NN	NN	_	_	0	0	ROOT	ROOT	_	_	A1
3	,	,	,	,	,	_	_	2	2	P	P	_	_	_
4	barley-fed	barley-f	barley-f	VBN	VBN	_	_	2	2	APPO	APPO	Y	barley-f.01	_
5	,	,	,	,	,	_	_	2	2	P	P	_	_	_
6	…	…	…	NNP	NNP	_	_	2	2	APPO	APPO	_	_	_
7	,	,	,	,	,	_	_	2	2	P	P	_	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_	_	_
2	buck	buck	buck	NN	NN	_	_	0	0	ROOT	ROOT	Y	buck.01	_	A1
3	,	,	,	,	,	_	_	2	2	P	P	_	_	_	_
4	barley-fed	barley-fed	barley-fed	VBN	VBN	_	_	2	2	APPO	APPO	Y	barley-fed.01	_	_
5	,	,	,	,	,	_	_	2	2	P	P	_	_	_	_
6	of	of	of	IN	IN	_	_	2	2	NMOD	NMOD	_	_	A1	_
7	3	3	3	CD	CD	_	_	8	8	NMOD	NMOD	_	_	_	_
8	grade	grade	grade	NN	NN	_	_	6	6	PMOD	PMOD	_	_	_	_
9	,	,	,	,	,	_	_	2	2	P	P	_	_	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_	A1
2	sheep	sheep	sheep	NN	NN	_	_	0	0	ROOT	ROOT	_	_	A1
3	,	,	,	,	,	_	_	2	2	P	P	_	_	_
4	barley-fed	barley-f	barley-f	VBN	VBN	_	_	2	2	APPO	APPO	Y	barley-f.01	_
5	,	,	,	,	,	_	_	2	2	P	P	_	_	_


1	for	for	for	IN	IN	_	_	0	0	ROOT	ROOT	_	_
2	Enlil	enlil	enlil	NNP	NNP	_	_	1	1	PMOD	PMOD	_	_
3	and	and	and	CC	CC	_	_	2	2	COORD	COORD	_	_
4	Ninlil	ninlil	ninlil	NNP	NNP	_	_	3	3	CONJ	CONJ	_	_
5	;	;	;	:	:	_	_	1	1	P	P	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_	A1
2	sheep	sheep	sheep	NN	NN	_	_	0	0	ROOT	ROOT	_	_	A1
3	,	,	,	,	,	_	_	2	2	P	P	_	_	_
4	barley-fed	barley-fed	barley-fed	VBN	VBN	_	_	2	2	APPO	APPO	Y	barley-fed.01	_
5	,	,	,	,	,	_	_	2	2	P	P	_	_	_
6	for	for	for	IN	IN	_	_	2	2	NMOD	NMOD	_	_	_
7	Nanna	nanna	nanna	NNP	NNP	_	_	6	6	PMOD	PMOD	_	_	_
8	;	;	;	:	:	_	_	2	2	P	P	_	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_	_	_
2	sheep	sheep	sheep	NN	NN	_	_	0	0	ROOT	ROOT	Y	sheep.01	_	A1
3	,	,	,	,	,	_	_	2	2	P	P	_	_	_	_
4	barley-fed	barley-fed	barley-fed	VBN	VBN	_	_	2	2	APPO	APPO	Y	barley-fed.01	_	_
5	,	,	,	,	,	_	_	2	2	P	P	_	_	_	_
6	of	of	of	IN	IN	_	_	2	2	NMOD	NMOD	_	_	A1	_
7	4	4	4	CD	CD	_	_	8	8	NMOD	NMOD	_	_	_	_
8	grade	grade	grade	NN	NN	_	_	6	6	PMOD	PMOD	_	_	_	_
9	,	,	,	,	,	_	_	2	2	P	P	_	_	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_	A1
2	sheep	sheep	sheep	NN	NN	_	_	0	0	ROOT	ROOT	_	_	A1
3	,	,	,	,	,	_	_	2	2	P	P	_	_	_
4	barley-fed	barley-f	barley-f	VBN	VBN	_	_	2	2	APPO	APPO	Y	barley-f.01	_
5	,	,	,	,	,	_	_	2	2	P	P	_	_	_


1	siskur-offering	siskur-offer	siskur-offer	VBG	VBG	_	_	0	0	ROOT	ROOT	Y	siskur-offer.01	_	_
2	with	with	with	IN	IN	_	_	1	1	ADV	ADV	_	_	A2	_
3	Suen	suen	suen	NNP	NNP	_	_	5	5	NMOD	NMOD	_	_	_	_
4	,	,	,	,	,	_	_	5	5	P	P	_	_	_	_
5	House	house	house	NNP	NNP	_	_	2	2	PMOD	PMOD	Y	house.03	_	_
6	of	of	of	IN	IN	_	_	5	5	NMOD	NMOD	_	_	_	A1
7	Crescent	crescent	crescent	NNP	NNP	_	_	6	6	PMOD	PMOD	_	_	_	_
8	;	;	;	:	:	_	_	1	1	P	P	_	_	_	_


1	3	3	3	CD	CD	_	_	2	2	NMOD	NMOD	_	_	A1	_
2	sheep	sheep	sheep	NN	NN	_	_	4	4	SBJ	SBJ	_	_	_	A0
3	,	,	,	,	,	_	_	2	2	P	P	_	_	_	_
4	barley-fed	barley-f	barley-f	VBD	VBD	_	_	0	0	ROOT	ROOT	Y	barley-f.01	_	_
5	,	,	,	,	,	_	_	4	4	P	P	_	_	_	_
6	siskur-offering	siskur-offer	siskur-offer	VBG	VBG	_	_	4	4	ADV	ADV	Y	siskur-offer.01	AM-ADV	_
7	for	for	for	IN	IN	_	_	6	6	ADV	ADV	_	_	_	A2
8	Inanna	inanna	inanna	NNP	NNP	_	_	7	7	PMOD	PMOD	_	_	_	_
9	in	in	in	IN	IN	_	_	6	6	LOC	LOC	_	_	_	AM-LOC
10	the	the	the	DT	DT	_	_	11	11	NMOD	NMOD	_	_	_	_
11	palace	palace	palace	NN	NN	_	_	9	9	PMOD	PMOD	_	_	_	_
12	,	,	,	,	,	_	_	4	4	P	P	_	_	_	_


1	Babanšen	babanšen	babanšen	NNP	NNP	_	_	0	0	ROOT	ROOT	_	_	_
2	,	,	,	,	,	_	_	1	1	P	P	_	_	_
